Level	Reference	Former Reference (Dept)	Former Reference (PRO)	Title	Description	Covering Dates	Physical Description	Note	Separated Material	Related Material	Closure Status	Closure Type	Closure Code	Record Opening Date	ID
>>>>>> 	ADM 116/2951	Case No. 2898			Financial control	1933	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671566
>>>>>> 	ADM 116/2952	Case No. 3392			China Station - reports of proceedings	1933	 	Vol. 1			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671567
>>>>>> 	ADM 116/2953	Case No. 3392			China Station - reports of proceedings	1933	 	Vol. 2			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671568
>>>>>> 	ADM 116/2954	Case No. 3399			Persian activities at Basidu and insult to British flag	1933	 	Vol. 1			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671569
>>>>>> 	ADM 116/2955	Case No. 3399			Persian activities at Basidu and insult to British flag	1933	 	Vol. 2			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671570
>>>>>> 	ADM 116/2956	Case No. 3399			Persian Gulf - cruise of 1st Destroyer Flotilla	1933	 	Vol. 3			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671571
>>>>>> 	ADM 116/2957	Case No. 3483			Destroyers in Irish waters - reports of proceedings etc.	1933	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671572
>>>>>> 	ADM 116/2958	Case No. 3486			Destroyers in Irish waters - Diaries	1933-1934	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671573
>>>>>> 	ADM 116/2959	Case No. 3509			Basidu - orders for guard at - responsibility for Mudir incident	1933	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671574
>>>>>> 	ADM 116/2960	Case No. 3523			Home Fleet - reports of proceedings	1933	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671575
>>>>>> 	ADM 116/2961	Case No. 3547			Mediterranean Station proceedings 1933	1933-1934	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671576
>>>>>> 	ADM 116/2962	Case No. 3581			Home Fleet Spring Cruise - reports of proceedings	1933	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671577
>>>>>> 	ADM 116/2963	Case No. 3614			Submarine salvage - attempt to Salve M.2	1933	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671578
>>>>>> 	ADM 116/2964	Case No. 3705			Anglo-Persian relations	1933	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671579
>>>>>> 	ADM 116/2965	Case No. 3720			America and West Indies Station - reports of proceedings of H.M.S. DURBAN and DAUNTLESS	1933-1934	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671580
>>>>>> 	ADM 116/2966	Case No. 3721			Fishery Protection and Minesweeping Flotilla	1933-1934	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671581
>>>>>> 	ADM 116/2967	.			Court Martial proceedings Now in ADM 156/155	1933-1934	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671582
>>>>>> 	ADM 116/2968	Case No. 3730			Protection of ships trading on China coast, against piracy	1933-1934	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671583
>>>>>> 	ADM 116/2969	Case No. 3754			League of Nations - Communication and Transit Committee - illicit drug traffic - maritime tonnage measurements	1933-1934	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671584
>>>>>> 	ADM 116/2970	Case No. 3756			Home Fleet Baltic cruise - Summer 1934	1933-1934	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671585
>>>>>> 	ADM 116/2971	Case No. 3781			East Indies Station - reports of proceedings	1933-1934	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671586
>>>>>> 	ADM 116/2972	Case No. 3811			China Station proceedings	1933-1934	 	Vol. 1			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671587
>>>>>> 	ADM 116/2973	Case No. 3811			China Station proceedings	1933-1934	 	Vol. 2			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671588
>>>>>> 	ADM 116/2974	Case No. 3950			America and West Indies Station - reports of proceedings	1933-1934	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671589
>>>>>> 	ADM 116/2975	Case No. 3961			Maritime belligerent rights	1933-1934	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671590
>>>>>> 	ADM 116/2976	Case No. 3987			Signal Book Committee	1933-1934	 	Vol. 1			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671591
>>>>>> 	ADM 116/2977	Case No. 3987			Signal Book Committee	1933-1934	 	Vol. 2			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671592
>>>>>> 	ADM 116/2978	Case No. 3987			Signal Book Committee	1933-1934	 	Vol. 3			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671593
>>>>>> 	ADM 116/2979	Case No. 3987			Signal Book Committee	1933-1934	 	Vol. 4			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671594
>>>>>> 	ADM 116/2980	Case No. 3987			Signal Book Committee	1933-1934	 	Vol. 5			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671595
>>>>>> 	ADM 116/2981	Case No. 3987			Signal Book Committee	1933-1934	 	Vol. 6 VOLUME 7 PULPED			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671596
>>>>>> 	ADM 116/2982	Case No. 4425			League of Nations Disarmament Conference - Budgetary limitation and national defence expenditure	1933	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671597
>>>>>> 	ADM 116/2983	Case No. 5692			Introduction of 40 hour week in industry	1933-1934	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671598
>>>>>> 	ADM 116/2984	Case No. 5972			Chinese internal situation	1933	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671599
>>>>>> 	ADM 116/2985	Case No. 6648			Yacht warrants	1933	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671600
>>>>>> 	ADM 116/2986	Case No. 6653			Navy Estimates and Naval Construction programme	1933	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671601
>>>>>> 	ADM 116/2987	Case No. 11401			Basidu - reference to status - Law Officers	1933-1934	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671602
>>>>>> 	ADM 116/2988	Case No. 3419			Peace Conference Economic Commission - summary of proceedings	1934	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671603
>>>>>> 	ADM 116/2989	Case No. 3458			King of the Belgians - death of	1934	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671604
>>>>>> 	ADM 116/2990	Case No. 3512			H.M. Ships in Irish waters - reports of proceedings	1934	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671605
>>>>>> 	ADM 116/2991	Case No. 3566			Yemeni, Saudi Arabia - preparations for war	1934	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671606
>>>>>> 	ADM 116/2992	Case No. 3784			East Indies Station - reports of proceedings of H.M. Ships	1934	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671607
>>>>>> 	ADM 116/2993	Case No. 3906			China Station general letters Jan./April, 1934 - reports of proceedings of C.-in-C. � Includes 17 photographs depicting: (1) Dinner given by Gov-Genl of Dutch East Indies for C-in-C, China (2) Views of temples in Bali (3) HMS Suffolk at anchor at Port Darwin (4) Banda Island. Dated 1934.	1934	 	Vol. 1			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671608
>>>>>> 	ADM 116/2994	Case No. 3906			China Station general letters May/July, 1934 - reports of proceedings of C.-in-C. � Includes 41 photographs depicting: (1) HMS Suffolk on the Yangtse River (2) Funeral of Admiral Togo with contingent from HMS Suffolk (3) Cruisers of Atago class (4) Cruiser Ashigara (5) HMS Eagle on exercise at sea (6) HMS Berwick (7) Woosung Forts. Dated 1934.	1934	 	Vol. 2			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671609
>>>>>> 	ADM 116/2995	Case No. 3951			America and West Indies Station, South American Division - reports of proceedings	1934	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671610
>>>>>> 	ADM 116/2996	Case No. 3964			Destroyers in Irish Waters - diaries	1934	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671611
>>>>>> 	ADM 116/2997	Case No. 3977			Home Fleet - reports of proceedings	1934	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671612
>>>>>> 	ADM 116/2998	Case No. 4423			League of Nations Disarmament Conference - Italian and United States Naval construction	1934	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671613
>>>>>> 	ADM 116/2999	Case No. 4448			League of Nations Disarmament Conference - preparations for the 1935 Naval Conference	1934	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671614
>>>>>> 	ADM 116/3000	Case No. 4554			Naming of ships included in 1934 New Construction programme	1934	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671615
>>>>>> 	ADM 116/3001	Case No. 3463			Re-organisation of the Fleet Air Arm	1926-1932	 	Vol. 1			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671616
>>>>>> 	ADM 116/3002	Case No. 3463			Revised conditions of service for the Fleet Air Arm	1926-1930	 	Vol. 2			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671617
>>>>>> 	ADM 116/3003	Case No. 3463			Promotion in R.A.F. rank of Fleet Air Arm personnel	1930-1932	 	Vol. 3			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671618
>>>>>> 	ADM 116/3004	Case No. 3463			Organisation of Fleet Air Arm personnel	1932-1933	 	Vol. 4			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671619
>>>>>> 	ADM 116/3005	Case No. 3463			Service of Fleet Air Arm personnel with R.A.F	1930-1934	 	Vol. 5			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671620
>>>>>> 	ADM 116/3006	Case No. 3463			Pay and Allowances of Fleet Air Arm Officers by Order in Council No.33 dated 29th June, 1934	1934	 	Vol. 6			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671621
>>>>>> 	ADM 116/3007	Case No. 3463			Admiralty and Air Ministry relations of Fleet Air Arm problems and Lower Deck Air Pilots	1933-1935	 	Vol. 7			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671622
>>>>>> 	ADM 116/3008	Case No. 3463			Final Report of the Fleet Air Arm Committee	1935	 	Vol. 8			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671623
>>>>>> 	ADM 116/3009	Case No. 3463			Proceedings of Fleet Air Arm Committee	1931-1935	 	Vol. 9			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671624
>>>>>> 	ADM 116/3010	Case No. 3963			Visit of H.M. The King of Italy to Italian and British Somaliland and of Italian Naval vessels to Aden	1933-1935	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671625
>>>>   				Jubilee Naval Review 1935			 								C70281
>>>>>> 	ADM 116/3011	Case No. 3920			Ship and Fleet Arrangements	1935	 	Vol. 1			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671626
>>>>>> 	ADM 116/3012	Case No. 3920			Berthing Arrangements	1935	 	Vol. 2			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671627
>>>>>> 	ADM 116/3013	Case No. 3920			Manning Arrangements	1935	 	Vol. 3			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671628
>>>>>> 	ADM 116/3014	Case No. 3920			Production of Official Programme	1935	 	Vol. 4			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671629
>>>>>> 	ADM 116/3015	Case No. 3920			Press arrangements	1935	 	Vol. 5			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671630
>>>>>> 	ADM 116/3016	Case No. 3920			Provision of accommodation for Merchant Craft and Yachts	1935	 	Vol. 6			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671631
>>>>>> 	ADM 116/3017	Case No. 3920			Guests - arrangements	1935	 	Vol. 7			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671632
>>>>>> 	ADM 116/3018	Case No. 3920			Invitations and accommodation for guests	1935	 	Vol. 8			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671633
>>>>>> 	ADM 116/3019	Case No. 3920			Guests - miscellaneous lists	1935	 	Vol. 9			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671634
>>>>>> 	ADM 116/3020	Case No. 3920			Illuminations	1935	 	Vol. 10			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671635
>>>>>> 	ADM 116/3021	Case No. 3920			Miscellaneous arrangements	1935	 	Vol. 11			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671636
>>>>>> 	ADM 116/3022	Case No. 3920			Arrangements for Fleet Exercises and Fleet Air Arm fly-past	1935	 	Vol. 12			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671637
>>>>>> 	ADM 116/3023	Case No. 3920			Printed Orders issued by Commanders-in-Chief	1935	 	Vol. 13			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671638
>>>>>> 	ADM 116/3024	Case No. 4200			Arrangements for funeral of H.M. King George V	1936	 	Vol. 1			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671639
>>>>>> 	ADM 116/3025	Case No. 4200			Arrangements for funeral of H.M. King George V. Missing at transfer	1936	 	Vol. 2			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671640
>>>>>> 	ADM 116/3026	Case No. 4200			Arrangements for funeral of H.M. King George V	1936	 	Vol. 3			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671641
>>>>>> 	ADM 116/3027	Case No. 3803			Collision of H.M.S. HOOD and H.M.S. RENOWN Now ADM 156/107	1935	 	Now ADM 156/107			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671642
>>>>>> 	ADM 116/3028	Case No. 4295			Application of the Superannuation Act, 1935 to Riggers, Yardcraft Men and Naval Shipwrights. Order in Council dated 27th October, 1936	1935-1936	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671643
>>>>>> 	ADM 116/3029	Case No. 4239			Formation of Naval Forces in the West African Colonies	1924-1936	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671644
>>>>>> 	ADM 116/3030	Case No. 4455			Proposal to strengthen East African defences - formation of R.N.V.R. force in Kenya	1928-1936	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671645
>>>>>> 	ADM 116/3031				Number not used		 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671646
>>>>>> 	ADM 116/3032	Case No. 3789			Report of Proceedings at Hong Kong and the West River	1933-1935	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671647
>>>>>> 	ADM 116/3033	Case No. 4342			Formation of R.N.V.R. force at Hong Kong	1933-1935	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671648
>>>>>> 	ADM 116/3034	Case No. 3760			Purchase of land at Bahrain for Naval and Air Ministry purposes	1933-1935	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671649
