Level	Reference	Former Reference (Dept)	Former Reference (PRO)	Title	Description	Covering Dates	Physical Description	Note	Separated Material	Related Material	Closure Status	Closure Type	Closure Code	Record Opening Date	ID
>>>>>> 	LAB 19/847	1/YE 307/1967			National Youth Employment Council: General Purposes Committee, minutes and papers of 70th meeting	1967	 				Open Document, Open Description	Open Immediately			C2014863
>>>>>> 	LAB 19/848	1/YE 329/1967			Working Group of the National Youth Employment Council: alternative schemes of development of a Careers Guidance and Employment Service for young people; preparation of paper for Council	1967	 				Open Document, Open Description	Open Immediately			C2014864
>>>>>> 	LAB 19/849	1/YE 338/1967			National Youth Emplyment Council: reconstitution of Council and Advisory Committees for Scotland and Wales	1967-1968	 				Open Document, Open Description	Open Immediately			C2014865
>>>>>> 	LAB 19/850	1/YE 391/1967			Youth Employment Service: rate of grant payable to Local Education Authorities for the Youth Employment Service; discussions with the Treasury	1951-1952	 				Open Document, Open Description	Open Immediately			C2014866
>>>>>> 	LAB 19/851	1/YE 396/1967			Employment and Training Act 1948: question of legislation to amend Part II; advice to Minister	1967-1968	 				Open Document, Open Description	Open Immediately			C2014867
>>>>>> 	LAB 19/852	3/YE 107/1967			Placing of immigrant school leavers: reports from Youth Employment Officers	1967-1968	 				Open Document, Open Description	Open Immediately			C2014868
>>>>>> 	LAB 19/853	3/YE 111/1967			Placing of Commonwealth immigrants: Youth Employment Officer procedure	1967-1969	 				Open Document, Open Description	Open Immediately			C2014869
>>>>>> 	LAB 19/854	3/YE 123/1967			Feasibility of establishing a national all-age Vocational Guidance Service: notes and papers	1967	 				Open Document, Open Description	Open Immediately			C2014870
>>>>>> 	LAB 19/855	3/YE 158/1967			Report of the Working Party on the Use of Testing in the Minister's Vocational Guidance Services: follow-up	1967-1969	 				Open Document, Open Description	Open Immediately			C2014871
>>>>>> 	LAB 19/856	1/YE 244/1968			National Youth Employment Council: General Purposes Committee, 71st meeting; minutes, notes and papers	1968	 				Open Document, Open Description	Open Immediately			C2014872
>>>>>> 	LAB 19/857	1/YE 245/1968			National Youth Employment Council: minutes of 78th meeting, notes and papers	1967-1968	 				Open Document, Open Description	Open Immediately			C2014873
>>>>>> 	LAB 19/858	1/YE 316/1968			National Youth Employment Council: Working Party on the Employment Problems of Disadvantaged Young People; minutes of meetings, notes and papers	1967-1969	 				Open Document, Open Description	Open Immediately			C2014874
>>>>>> 	LAB 19/859	1/YE 326/1968			National Youth Employment Council: General Purposes Committee, 72nd meeting; minutes, notes and papers	1968	 				Open Document, Open Description	Open Immediately			C2014875
>>>>>> 	LAB 19/860	1/YE 327/1968			Youth Employment Service: future of service in Birmingham; notes and papers	1968-1969	 				Open Document, Open Description	Open Immediately			C2014876
>>>>>> 	LAB 19/861	1/YE 344/1968			National Youth Employment Council: minutes of 81st meeting and papers	1968-1969	 				Open Document, Open Description	Open Immediately			C2014877
>>>>>> 	LAB 19/862	1/YE 345/1968			National Youth Employment Council: General Purposes Committee, minutes of 73rd meeting and papers	1968-1969	 				Open Document, Open Description	Open Immediately			C2014878
>>>>>> 	LAB 19/863	1/YE 269/1968			Official Committee on Boys' Engagements in the Forces : papers and final report	1968-1969	 				Open Document, Open Description	Open Immediately			C2717799
>>>>>> 	LAB 19/864	1/YE 312/1968			National Youth Employment Council : minutes of 79th meeting and papers	1968	 				Open Document, Open Description	Open Immediately			C2717800
>>>>>> 	LAB 19/865	1/YE 312/1968			Central Youth Employment Executive (CYEE) : meetings of Joint Panel of HM Inspectors, Department of Education and Science and CYEE; notes and papers	1968-1969	 				Open Document, Open Description	Open Immediately			C2717801
>>>>>> 	LAB 19/866	1/YE328/1968			National Youth Employment Council : minutes of 80th meeting and papers	1968	 				Open Document, Open Description	Open Immediately			C2717802
>>>>>> 	LAB 19/867	2/YE 102/1968			Youth Employment Service : Secondment of Local Education Authority Officers to full-time training courses; policy	1967-1973	 				Open Document, Open Description	Open Immediately			C2717804
>>>>>> 	LAB 19/868	3/YE 121/1968			Overseas tours of HM Forces' schools in the Near and Middle East : notes and papers	1968-1973	 				Open Document, Open Description	Open Immediately			C2717805
>>>>>> 	LAB 19/869	3/YE 124/1968			National Youth Employment Council : scheme of referral of difficult cases to psychologists; notes and papers	1967-1972	 				Open Document, Open Description	Open Immediately			C2717807
>>>>>> 	LAB 19/870	9/YE 127/1968			Industrial Training Act 1964 : co-operation of the Youth Employment Service with Industrial Training Boards	1968-1970	 				Open Document, Open Description	Open Immediately			C2717808
>>>>>> 	LAB 19/871	1/YE 251/1969			Youth Employment Service : development; notes and papers	1969-1970	 				Open Document, Open Description	Open Immediately			C2717809
>>>>>> 	LAB 19/872	1/YE 253/1969			Youth Employment Service Act (Northern Ireland) Act 1961 : Youth Employment Service in Northern Ireland; notes and papers	1969-1973	 				Open Document, Open Description	Open Immediately			C2717810
>>>>>> 	LAB 19/873	1/YE 263/1969			Future structure of the Youth Employment Service : notes and papers	1969-1970	 				Open Document, Open Description	Open Immediately			C2717811
>>>>>> 	LAB 19/874	1/YE 264/1969			Youth Employment Service : Report by the Research and Planning Division of the Department of Employment and Productivity on the Employment Services; notes and papers	1969-1970	 				Open Document, Open Description	Open Immediately			C2717812
>>>>>> 	LAB 19/875	1/YE 294/1969			Future of the Youth Employment Service : Report on Careers Guidance by a Confederation of British Industry Working Party; notes and papers	1969-1970	 				Open Document, Open Description	Open Immediately			C2717814
>>>>>> 	LAB 19/876	1/YE 315/1969			Implications of the Raising of the School Leaving Age : notes and papers	1969-1973	 				Open Document, Open Description	Open Immediately			C2717815
>>>>>> 	LAB 19/877	1/YE 335/1969			Commission on the Constitution : evidence from Department of Employment and Productivity; notes and papers	1969	 				Open Document, Open Description	Open Immediately			C2717816
>>>>>> 	LAB 19/878	1/YE 338/1969			Future Development of the Youth Employment Service : administration of Local Employment Authorities Youth Employment Services; Ministerial responsibility	1967-1969	 				Open Document, Open Description	Open Immediately			C2717819
>>>>>> 	LAB 19/879	2/YE 212/1969			Central Youth Employment Executive : Survey of Youth Employment Work in Regional Offices; notes and papers	1967-1971	 				Open Document, Open Description	Open Immediately			C2717820
>>>>>> 	LAB 19/880	3/YE 102/1969			Working Party on the Transition from School to Work; inquiry by L J Drew, Chief Education Officer for Swansea into vocational guidance programmes in schools; papers from Education Committees	1968-1970	 				Open Document, Open Description	Open Immediately			C2717827
>>>>>> 	LAB 19/881	3/YE 105/1969			Co-operation with the Inter-club Board Industrial Group : notes and papers	1968-1970	 				Open Document, Open Description	Open Immediately			C2717828
>>>>>> 	LAB 19/882	3/YE 109/1969			Youth Employment Service : research project into Effect of Variations in Job Content on Productivity by R Wild of University of Bradford	1968-1974	 				Open Document, Open Description	Open Immediately			C2717829
>>>>>> 	LAB 19/883	3/YE 120/1969			Advisory Committee on the Health and Welfare of Handicapped Persons : 'People with Epilepsy' (Reid Report)	1969-1971	 				Open Document, Open Description	Open Immediately			C2717830
>>>>>> 	LAB 19/884	3/YE 126/1969			Youth Employment Service : co-operation between Central Youth Employment Executive and the Community Relations Commission	1969-1971	 				Open Document, Open Description	Open Immediately			C2717831
>>>>>> 	LAB 19/885	3/YE 128/1969			Handicapped school leavers : supply of Disabled Persons Code to Specialist Careers Officers for the Handicapped	1969-1972	 				Open Document, Open Description	Open Immediately			C2717832
>>>>>> 	LAB 19/886	3/YE 131/1969			National Survey of Health and Development : Study by Dr Douglas of the Medical Research Council of 25 year olds born in March 1946	1969-1974	 				Open Document, Open Description	Open Immediately			C2717833
>>>>>> 	LAB 19/887	3/YE 136/1969			School reports : policy	1964-1973	 				Open Document, Open Description	Open Immediately			C2717834
>>>>>> 	LAB 19/888	3/YE 139/1969			Youth Employment Service : payment of supplementary allowances to school leavers over 16; notes and papers	1967-1973	 				Open Document, Open Description	Open Immediately			C2717835
>>>>>> 	LAB 19/889	3/YE 140/1969			Youth Employment Service : Resettlement Transfer Scheme; application of certain recommendations of the Working Party on Geographical Mobility to young people under 18 years of age	1969-1971	 				Open Document, Open Description	Open Immediately			C2717836
>>>>>> 	LAB 19/890	3/YE 173/1969			Government Social Survey : Coloured School Leavers Enquiry; notes and papers	1969-1973	 				Open Document, Open Description	Open Immediately			C2717837
>>>>>> 	LAB 19/891	1/YE 268/1970			Future structure of the Youth Employment Service : concept, passage, implementation and issue of Consultative Document	1970-1971	 				Open Document, Open Description	Open Immediately			C2717838
>>>>>> 	LAB 19/892	1/YE 295/1970			Future of the Youth Employment Service : Report of the National Youth Employment Council to the Secretary of State for Employment and Productivity	1970	 				Open Document, Open Description	Open Immediately			C2717839
>>>>>> 	LAB 19/893	1/YE 305/1970			Children and Young Persons Act 1969 and the Social Work (Scotland) Act 1968 : effect on the Youth Employment Service of the provisions contained in the Acts	1970-1973	 				Open Document, Open Description	Open Immediately			C2717840
>>>>>> 	LAB 19/894	1/YE 352/1970			National Youth Employment Council : Related Agencies Working Party; notes and papers	1970	 				Open Document, Open Description	Open Immediately			C2717841
>>>>>> 	LAB 19/895	1/YE 392/1970			National Youth Employment Council : consultative machinery for youth employment; policy	1970-1972	 				Open Document, Open Description	Open Immediately			C2717842
>>>>>> 	LAB 19/896	1/YE 402/1970			National Youth Employment Council : minutes and papers of 88th meeting	1970-1971	 				Open Document, Open Description	Open Immediately			C2717843
>>>>>> 	LAB 19/897	1/YE 403/1970			National Youth Employment Council ; General Purposes Committee : minutes and papers of 77th meeting with draft Triennial Report (1968-1971)	1970-1971	 				Open Document, Open Description	Open Immediately			C2717844
>>>>>> 	LAB 19/898	1/YE 408/1970			Youth Employment Services : handover from local authorities to Department of Employment; notes and papers	1970-1971	 				Open Document, Open Description	Open Immediately			C2717845
>>>>>> 	LAB 19/899	1/YE 414/1970			Reorganisation of Local Government : notes and papers	1970-1971	 				Open Document, Open Description	Open Immediately			C2717846
>>>>>> 	LAB 19/900	1/YE 419/1970			National Youth Employment Council : Report of Working Party on the Employment Problem of Disadvantaged Young People - 'At Odds'; follow up action	1970-1974	 				Open Document, Open Description	Open Immediately			C2717847
>>>>>> 	LAB 19/928	1YE 113/1974			National Youth Employment Council: Working Party on Job Opportunities Below Craft Level; national and international surveys. Orderable at item level	1973 Oct 01-1974 Jun 30	 				Open Document, Open Description	Open on Transfer			C11027128
>>>>>>>	LAB 19/928/1	1YE 113/1974			Part 1 of 2	1973 Oct 01-1974 Jun 30	 				Open Document, Open Description	Open on Transfer			C8869108
>>>>>>>	LAB 19/928/2	1YE 113/1974			Part 2 of 2	1973 Oct 01-1974 Jun 30	 				Open Document, Open Description	Open on Transfer			C8869109
>>>>>> 	LAB 19/929	1YE 123/1974			Programme Analysis Review (PAR) of 'Getting Ready for Work'	1974 May 01-1975 Jun 30	 				Open Document, Open Description	Open on Transfer			C11027129
>>>>>> 	LAB 19/930	2YE 127/1974			Procedure for Careers Service Inspectors	1974 Jun 01-1978 Nov 30	 				Open Document, Open Description	Open on Transfer			C11027130
>>>>>> 	LAB 19/931	3YE 173/1974			Race relations and the careers service: Select Committee paper	1974 Jul 01-1978 Apr 30	 				Open Document, Open Description	Open on Transfer			C11027131
